stn,wban,year,mo,da,temp,count_temp,dewp,count_dewp,slp,count_slp,stp,count_stp,visib,count_visib,wdsp,count_wdsp,mxpsd,gust,max,flag_max,min,flag_min,prcp,flag_prcp,sndp,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud
999999,12839,1955,06,05,79.0,24,60.5,24,1014.5,24,1014.2,24,10.1,24,8.6,24,12.0,999.9,84.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,06,80.5,24,68.8,24,1012.5,24,1012.2,24,11.4,24,9.3,24,15.0,999.9,87.1,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,07,81.8,24,73.1,24,1011.7,24,1011.4,24,11.4,24,9.5,24,17.1,999.9,88.0,*,75.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,08,81.8,24,72.1,24,1010.1,24,1009.8,24,11.5,24,8.2,24,18.1,999.9,88.0,*,75.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,09,81.4,24,71.4,24,1009.4,24,1009.1,24,11.9,24,9.9,24,18.1,999.9,93.0,*,72.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,10,80.0,24,66.2,24,1011.4,24,1011.1,24,10.7,24,9.4,24,18.1,999.9,90.0,*,72.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,11,79.0,24,75.0,24,1012.8,24,1012.5,24,8.3,24,7.7,24,22.0,999.9,82.9,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,12,75.2,24,74.1,24,1013.6,24,1013.3,24,8.2,24,9.0,24,15.9,999.9,80.1,*,72.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,13,78.8,24,73.9,24,1016.6,24,1016.2,24,10.7,24,7.4,24,15.9,999.9,89.1,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,06,14,80.8,24,72.4,24,1017.6,24,1017.3,24,11.0,24,6.3,24,15.0,999.9,90.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,15,80.1,24,71.0,24,1016.3,24,1016.0,24,10.8,24,5.8,24,15.9,999.9,88.0,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,06,16,76.0,24,70.4,24,1014.0,24,1013.7,24,9.6,24,6.6,24,12.0,999.9,82.9,*,72.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,17,75.7,24,71.8,24,1010.8,24,1010.5,24,10.4,24,8.7,24,15.0,999.9,82.0,*,73.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,06,18,74.9,24,71.9,24,1012.9,24,1012.6,24,9.6,24,10.5,24,25.1,999.9,79.0,*,71.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,06,19,76.6,24,72.8,24,1015.3,24,1014.9,24,9.9,24,8.9,24,18.1,999.9,84.9,*,71.1,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,20,80.6,24,73.7,24,1016.1,24,1015.8,24,11.6,24,7.3,24,15.0,999.9,87.1,*,75.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,21,78.4,24,73.1,24,1016.1,24,1015.7,24,11.6,24,4.6,24,11.1,999.9,87.1,*,73.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,22,79.1,24,75.4,24,1016.0,24,1015.7,24,10.7,24,6.0,24,20.0,999.9,84.0,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,23,82.3,24,73.8,24,1017.1,24,1016.8,24,11.3,24,7.7,24,15.0,999.9,88.0,*,78.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,24,83.7,24,74.0,24,1017.9,24,1017.5,24,11.9,24,9.8,24,14.0,999.9,89.1,*,80.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,06,25,82.8,24,74.3,24,1017.2,24,1016.9,24,11.8,24,8.3,24,13.0,999.9,88.0,*,80.1,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,26,80.9,24,74.4,24,1016.3,24,1016.0,24,13.6,24,5.8,24,10.1,999.9,87.1,*,75.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,27,80.3,24,72.9,24,1016.9,24,1016.6,24,11.4,24,6.7,24,15.0,999.9,89.1,*,73.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,06,28,79.5,24,71.7,24,1017.8,24,1017.4,24,10.8,24,5.7,24,20.0,999.9,88.0,*,73.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,29,79.4,24,72.7,24,1017.4,24,1017.1,24,11.7,24,7.1,24,12.0,999.9,88.0,*,72.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,06,30,82.5,24,73.2,24,1016.9,24,1016.6,24,11.9,24,8.8,24,17.1,999.9,88.0,*,75.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,01,83.0,24,73.0,24,1016.6,24,1016.2,24,11.3,24,8.7,24,15.9,999.9,88.0,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,02,83.0,24,72.8,24,1017.6,24,1017.2,24,12.1,24,10.3,24,18.1,999.9,88.0,*,78.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,03,83.0,24,73.2,24,1018.6,24,1018.2,24,11.9,24,11.8,24,18.1,999.9,89.1,*,80.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,04,82.7,24,72.4,24,1018.3,24,1018.0,24,11.9,24,10.9,24,18.1,999.9,87.1,*,78.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,05,78.7,24,72.7,24,1017.9,24,1017.5,24,10.1,24,8.0,24,20.0,999.9,84.0,*,72.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,06,76.2,24,71.8,24,1017.1,24,1016.8,24,9.8,24,10.0,24,15.0,999.9,79.0,*,71.1,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,07,81.2,24,73.1,24,1016.6,24,1016.3,24,10.8,24,9.9,24,18.1,999.9,89.1,*,77.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,08,82.1,24,73.4,24,1016.7,24,1016.3,24,11.9,24,8.7,24,17.1,999.9,87.1,*,78.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,09,83.2,24,73.0,24,1016.6,24,1016.3,24,12.9,24,9.3,24,15.0,999.9,88.0,*,80.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,10,81.7,24,72.9,24,1015.4,24,1015.1,24,11.8,24,9.5,24,21.0,999.9,87.1,*,75.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,11,81.7,24,73.4,24,1014.7,24,1014.4,24,14.9,24,8.6,24,15.0,999.9,87.1,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,12,80.4,24,72.9,24,1017.3,24,1016.9,24,12.4,24,8.1,24,14.0,999.9,87.1,*,71.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,13,77.8,24,73.0,24,1019.9,24,1019.6,24,12.7,24,5.9,24,12.0,999.9,81.0,*,75.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,14,80.8,24,73.5,24,1019.7,24,1019.3,24,12.1,24,7.7,24,14.0,999.9,88.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,15,81.6,24,72.7,24,1017.6,24,1017.3,24,11.2,24,6.2,24,12.0,999.9,88.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,16,82.5,24,72.5,24,1016.7,24,1016.4,24,12.6,24,6.3,24,12.0,999.9,89.1,*,75.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,17,79.3,24,72.6,24,1016.1,24,1015.7,24,11.8,24,6.2,24,12.0,999.9,86.0,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,18,80.3,24,72.0,24,1016.5,24,1016.1,23,11.5,24,6.1,24,11.1,999.9,87.1,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,19,80.3,24,72.1,24,1017.3,24,1016.9,24,11.9,24,7.0,24,13.0,999.9,88.0,*,73.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,20,78.7,24,72.3,24,1017.8,24,1017.5,24,11.4,24,7.2,24,12.0,999.9,82.9,*,72.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,07,21,75.8,24,72.6,24,1017.3,24,1017.0,24,10.5,24,6.6,24,18.1,999.9,81.0,*,72.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,22,79.3,24,71.8,24,1017.4,24,1017.1,24,10.8,24,6.9,24,13.0,999.9,89.1,*,71.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,23,80.2,24,74.1,24,1017.0,24,1016.7,24,10.7,24,8.7,24,15.9,999.9,84.0,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,24,81.4,24,73.1,24,1017.3,24,1017.0,24,11.4,24,8.5,24,20.0,999.9,87.1,*,73.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,25,83.7,24,73.8,24,1017.9,24,1017.6,24,11.9,24,7.5,24,13.0,999.9,89.1,*,78.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,26,82.8,24,74.2,24,1018.5,24,1018.1,24,11.8,24,7.2,24,13.0,999.9,87.1,*,75.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,07,27,81.4,24,73.4,24,1018.4,24,1018.0,24,11.5,24,7.0,24,15.9,999.9,88.0,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,28,79.9,24,72.4,24,1017.5,24,1017.1,24,10.7,24,5.4,24,15.9,999.9,91.0,*,73.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,29,77.6,24,73.0,24,1014.4,24,1014.1,24,9.7,24,5.7,24,12.0,999.9,89.1,*,72.0,*,99.99,,999.9,1,1,0,0,1,0
999999,12839,1955,07,30,77.0,24,72.7,24,1012.7,24,1012.3,24,11.7,24,4.5,24,12.0,999.9,87.1,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,07,31,80.9,24,73.8,24,1014.3,24,1014.0,24,11.8,24,8.5,24,18.1,999.9,87.1,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,01,80.6,24,74.1,24,1016.6,24,1016.3,24,13.0,24,6.7,24,12.0,999.9,88.0,*,73.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,02,79.2,24,73.6,24,1016.4,24,1016.0,24,12.6,24,7.1,24,15.0,999.9,88.0,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,08,03,78.8,24,72.7,24,1014.5,24,1014.1,24,13.0,24,5.7,24,10.1,999.9,88.0,*,73.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,08,04,82.3,24,74.9,24,1015.5,24,1015.2,24,13.7,24,6.8,24,12.0,999.9,89.1,*,75.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,05,83.4,24,74.4,24,1017.8,24,1017.4,24,14.3,24,7.0,24,11.1,999.9,90.0,*,75.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,06,82.1,24,75.0,24,1017.0,24,1016.6,24,14.6,24,7.7,24,12.0,999.9,89.1,*,75.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,07,81.4,24,73.9,24,1013.7,24,1013.4,24,14.9,24,8.6,24,15.0,999.9,88.0,*,75.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,08,08,80.2,24,74.1,24,1009.5,24,1009.2,24,11.7,24,7.4,24,11.1,999.9,91.0,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,09,82.2,24,74.6,24,1009.8,24,1009.4,24,11.5,24,6.0,24,13.0,999.9,93.0,*,75.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,10,85.2,24,75.8,24,1010.2,24,1009.8,24,12.1,24,8.6,24,15.9,999.9,95.0,*,79.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,11,85.3,24,75.3,24,1009.1,24,1008.9,24,11.9,24,11.4,24,18.1,999.9,93.9,*,79.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,12,84.1,24,75.7,24,1009.1,24,1008.8,24,11.5,24,10.5,24,19.0,999.9,93.9,*,79.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,13,81.8,24,75.3,24,1011.1,24,1010.8,24,11.2,24,5.9,24,12.0,999.9,91.0,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,14,81.9,24,74.9,24,1013.4,24,1013.0,24,10.3,24,6.2,24,18.1,999.9,91.9,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,15,80.2,24,74.3,24,1012.0,24,1011.7,24,11.8,24,6.1,24,12.0,999.9,91.0,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,08,16,82.1,24,74.8,24,1008.5,24,1008.2,24,11.5,24,6.9,24,13.0,999.9,91.9,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,17,83.2,24,74.8,24,1009.6,24,1009.2,24,8.9,24,6.9,24,13.0,999.9,91.0,*,77.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,08,18,82.2,24,75.3,24,1013.5,24,1013.2,24,10.5,24,7.8,24,18.1,999.9,89.1,*,75.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,19,79.9,24,75.1,24,1016.7,24,1016.4,24,11.8,24,6.9,24,12.0,999.9,84.9,*,75.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,08,20,81.2,24,74.2,24,1017.4,24,1017.1,24,9.8,24,7.1,24,11.1,999.9,88.0,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,21,84.6,24,74.4,24,1016.8,24,1016.5,24,10.6,24,6.9,24,12.0,999.9,89.1,*,79.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,22,84.2,24,72.7,24,1015.5,24,1015.2,24,11.8,24,7.9,24,12.0,999.9,90.0,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,23,84.6,24,73.3,24,1012.7,24,1012.3,24,11.9,24,8.6,24,14.0,999.9,91.0,*,80.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,24,82.3,24,74.0,24,1011.2,24,1010.9,24,11.2,24,11.0,24,20.0,999.9,86.0,*,80.1,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,25,82.5,24,74.6,24,1012.5,24,1012.2,24,11.1,24,12.4,24,25.1,999.9,89.1,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,08,26,84.1,24,73.4,24,1013.9,24,1013.6,24,11.8,24,9.2,24,13.0,999.9,88.0,*,80.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,27,81.7,24,72.0,24,1012.8,24,1012.5,24,11.5,24,6.7,24,14.0,999.9,88.0,*,75.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,28,81.1,24,71.3,24,1011.8,24,1011.5,24,11.9,24,7.2,24,12.0,999.9,90.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,29,82.3,24,72.4,24,1011.0,24,1010.7,24,11.9,24,6.1,24,12.0,999.9,91.0,*,75.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,30,81.8,24,73.1,24,1011.7,24,1011.4,24,11.9,24,5.9,24,15.0,999.9,90.0,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,08,31,81.5,24,72.5,24,1013.5,24,1013.1,24,11.5,24,6.2,24,14.0,999.9,91.0,*,73.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,09,01,80.2,24,72.9,24,1014.7,24,1014.3,24,10.6,24,5.4,24,11.1,999.9,89.1,*,73.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,09,02,79.1,24,73.1,24,1013.4,24,1013.1,24,11.2,24,6.5,24,18.1,999.9,86.0,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,03,81.1,24,72.7,24,1012.3,24,1012.0,24,12.0,24,6.8,24,13.0,999.9,90.0,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,04,81.0,24,74.0,24,1012.5,24,1012.1,24,11.4,24,7.9,24,15.9,999.9,89.1,*,75.0,*,99.99,,999.9,1,1,0,0,0,0
999999,12839,1955,09,05,82.8,24,73.7,24,1012.6,24,1012.3,24,11.4,24,8.3,24,15.9,999.9,89.1,*,78.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,06,81.4,24,75.2,24,1011.9,24,1011.6,24,11.1,24,8.3,24,20.0,999.9,86.0,*,79.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,07,78.6,24,73.8,24,1011.2,24,1010.8,24,10.4,24,9.3,24,17.1,999.9,86.0,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,09,08,77.2,24,73.7,24,1012.5,24,1012.1,24,10.1,24,7.2,24,15.0,999.9,86.0,*,73.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,09,09,78.2,24,73.6,24,1014.7,24,1014.4,24,10.2,24,8.4,24,14.0,999.9,87.1,*,75.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,09,10,79.6,24,74.1,24,1015.5,24,1015.1,24,9.4,24,5.7,24,15.0,999.9,88.0,*,73.0,*,0.0,I,999.9,1,0,0,0,0,0
999999,12839,1955,09,11,83.1,24,73.8,24,1015.0,24,1014.6,24,11.6,24,7.3,24,12.0,999.9,89.1,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,12,81.7,24,71.9,24,1014.6,24,1014.3,24,11.7,24,6.4,24,13.0,999.9,90.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,13,84.1,24,73.4,24,1016.6,24,1016.2,24,11.8,24,8.7,24,14.0,999.9,89.1,*,79.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,14,83.2,24,74.1,24,1016.5,24,1016.1,24,11.5,24,10.4,24,15.0,999.9,89.1,*,77.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,15,83.7,24,72.1,24,1012.9,24,1012.5,24,11.9,24,11.1,24,18.1,999.9,89.1,*,80.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,16,83.4,24,71.1,24,1011.4,24,1011.0,24,11.7,24,10.4,24,15.0,999.9,88.0,*,78.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,17,80.5,24,73.7,24,1011.4,24,1011.1,24,12.1,24,7.1,24,12.0,999.9,88.0,*,75.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,18,81.3,24,73.9,24,1011.3,24,1011.0,24,10.9,24,6.9,24,17.1,999.9,88.0,*,75.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,19,81.6,24,74.6,24,1012.3,24,1011.9,24,12.9,24,6.4,24,14.0,999.9,90.0,*,77.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,09,20,80.0,24,74.0,24,1012.7,24,1012.4,24,12.0,24,6.6,24,12.0,999.9,84.9,*,77.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,21,81.2,24,72.7,24,1014.7,24,1014.3,24,10.9,24,5.1,24,10.1,999.9,90.0,*,73.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,22,81.2,24,71.9,24,1016.1,24,1015.7,24,11.9,24,7.9,24,11.1,999.9,90.0,*,73.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,23,80.8,24,72.5,24,1014.0,24,1013.6,24,12.9,24,7.1,24,15.9,999.9,88.0,*,73.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,24,80.7,24,73.8,24,1012.9,24,1012.5,24,11.3,24,8.3,24,15.9,999.9,87.1,*,75.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,25,81.6,24,73.9,24,1014.1,24,1013.8,24,12.1,24,8.3,24,15.0,999.9,88.0,*,77.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,26,83.3,24,72.9,24,1016.0,24,1015.6,24,11.2,24,11.3,24,18.1,999.9,89.1,*,79.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,27,83.2,24,72.4,24,1017.1,24,1016.8,24,11.7,24,13.3,24,17.1,999.9,88.0,*,79.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,09,28,82.7,24,72.8,24,1016.5,24,1016.1,24,11.8,24,9.7,24,14.0,999.9,88.0,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,29,81.0,24,70.9,24,1014.5,24,1014.1,24,10.9,24,9.2,24,17.1,999.9,88.0,*,73.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,09,30,81.1,24,69.8,24,1013.2,24,1012.8,24,11.3,24,8.9,24,14.0,999.9,88.0,*,73.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,01,79.2,24,70.9,24,1013.8,24,1013.5,24,10.5,24,9.9,24,18.1,999.9,86.0,*,71.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,02,78.5,24,71.3,24,1014.3,24,1014.0,24,11.9,24,6.7,24,12.0,999.9,87.1,*,72.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,03,80.4,24,73.3,24,1015.8,24,1015.5,24,10.9,24,5.9,24,15.0,999.9,86.0,*,75.9,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,10,04,82.4,24,72.6,24,1015.9,24,1015.6,24,11.9,24,6.8,24,13.0,999.9,88.0,*,77.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,05,81.9,24,73.0,24,1015.3,24,1014.9,24,11.9,24,8.3,24,14.0,999.9,87.1,*,75.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,06,83.1,24,72.5,24,1016.0,24,1015.7,24,12.2,24,10.4,24,15.0,999.9,88.0,*,80.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,07,82.1,24,69.5,24,1016.8,24,1016.5,24,11.2,24,11.9,24,17.1,999.9,86.0,*,78.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,08,82.2,24,69.0,24,1015.6,24,1015.3,24,11.8,24,9.3,24,12.0,999.9,87.1,*,79.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,09,80.1,24,70.4,24,1015.0,24,1014.6,24,11.0,24,10.6,24,15.0,999.9,87.1,*,75.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,10,78.9,24,69.2,24,1015.5,24,1015.2,24,11.5,24,8.0,24,14.0,999.9,86.0,*,71.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,11,74.6,24,70.2,24,1014.5,24,1014.2,24,8.1,24,7.3,24,18.1,999.9,80.1,*,70.0,*,99.99,,999.9,0,1,0,0,1,0
999999,12839,1955,10,12,71.5,24,69.6,24,1010.4,24,1010.0,24,8.3,24,6.6,24,10.1,999.9,73.9,*,69.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,13,74.9,24,69.5,24,1006.7,24,1006.4,24,10.1,24,6.3,24,11.1,999.9,84.9,*,69.1,*,99.99,,999.9,1,1,0,0,0,0
999999,12839,1955,10,14,77.4,24,67.7,24,1005.7,24,1005.4,24,12.2,24,7.7,24,14.0,999.9,88.0,*,71.1,*,99.99,,999.9,1,1,0,0,0,0
999999,12839,1955,10,15,72.2,24,54.3,24,1009.5,24,1009.2,24,13.5,24,9.2,24,14.0,999.9,79.0,*,63.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,16,70.9,24,54.9,24,1010.9,24,1010.5,24,13.3,24,6.2,24,12.0,999.9,81.0,*,61.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,17,73.6,24,59.4,24,1008.8,24,1008.5,24,13.5,24,8.2,24,17.1,999.9,84.9,*,64.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,18,75.4,24,66.7,24,1008.0,24,1007.7,24,12.8,24,9.0,24,15.0,999.9,81.0,*,71.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,19,70.2,24,54.7,24,1013.1,24,1012.7,24,11.8,24,9.3,24,17.1,999.9,78.1,*,63.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,20,69.4,24,55.9,24,1017.9,24,1017.6,24,11.5,24,10.4,24,15.0,999.9,82.0,*,61.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,21,77.9,24,65.2,24,1018.8,24,1018.5,24,10.9,24,12.4,24,17.1,999.9,82.9,*,72.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,22,76.8,24,64.9,24,1018.1,24,1017.8,24,9.9,24,12.5,24,21.0,999.9,82.9,*,70.0,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,23,78.3,24,66.6,24,1018.7,24,1018.3,24,10.9,24,14.8,24,19.0,999.9,82.9,*,75.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,24,79.6,24,68.2,24,1018.1,24,1017.8,24,10.3,24,10.9,24,15.9,999.9,84.0,*,75.9,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,25,77.0,24,69.0,24,1016.3,24,1016.0,24,10.4,24,8.9,24,15.9,999.9,84.9,*,71.1,*,99.99,,999.9,0,1,0,0,0,0
999999,12839,1955,10,26,74.9,24,65.2,24,1015.8,24,1015.5,24,11.0,24,6.6,24,12.0,999.9,84.0,*,66.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,27,75.2,24,65.4,24,1016.2,24,1015.9,24,10.4,24,6.1,24,12.0,999.9,84.0,*,66.9,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,28,76.6,24,64.3,24,1016.2,24,1015.9,24,11.4,24,8.1,24,17.1,999.9,82.9,*,69.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,29,77.0,24,64.1,24,1013.0,24,1012.6,24,11.5,24,8.3,24,14.0,999.9,82.0,*,70.0,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,30,77.4,24,68.4,24,1011.0,24,1010.7,24,10.1,24,7.4,24,15.0,999.9,84.9,*,71.1,*,0.0,I,999.9,0,0,0,0,0,0
999999,12839,1955,10,31,69.9,24,50.9,24,1015.9,23,1015.6,24,12.9,24,10.4,24,13.0,999.9,80.1,*,59.0,*,0.0,I,999.9,0,0,0,0,0,0
